A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0544,Dyphylline,D1367,Quazepam,Pharmacodynamic antagonistic effects
D0544,Dyphylline,D1391,Remimazolam,Pharmacodynamic antagonistic effects
D0544,Dyphylline,D1632,Triazolam,Pharmacodynamic antagonistic effects
D1201,Oxtriphylline,D1367,Quazepam,Pharmacodynamic antagonistic effects
D1201,Oxtriphylline,D1391,Remimazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0317,Chlordiazepoxide,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0356,Clobazam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0365,Clorazepic acid,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0604,Estazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0679,Flurazepam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0748,Halazepam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D1060,Midazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D1197,Oxazepam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D1367,Quazepam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D1391,Remimazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D1632,Triazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0045,Alprazolam,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0362,Clonazepam,Pharmacodynamic antagonistic effects
D0473,Diazepam,D0064,Aminophylline,Pharmacodynamic antagonistic effects
D1547,Temazepam,D1570,Theophylline,Pharmacodynamic antagonistic effects
D1570,Theophylline,D0473,Diazepam,Pharmacodynamic antagonistic effects
D0951,Lorazepam,D1570,Theophylline,Pharmacodynamic antagonistic effects
D0951,Lorazepam,D0064,Aminophylline,Pharmacodynamic antagonistic effects
D1677,Valproic acid,D1273,Phenylacetic acid,Pharmacodynamic antagonistic effects
D1677,Valproic acid,D0732,Glycerol phenylbutyrate,Pharmacodynamic antagonistic effects
D1677,Valproic acid,D1275,Phenylbutyric acid,Pharmacodynamic antagonistic effects
D1455,Selegiline,D0744,Guanethidine,Pharmacodynamic antagonistic effects
D0933,Linezolid,D0744,Guanethidine,Pharmacodynamic antagonistic effects
D1263,Phenelzine,D0744,Guanethidine,Pharmacodynamic antagonistic effects
D1345,Procarbazine,D0744,Guanethidine,Pharmacodynamic antagonistic effects
D1620,Tranylcypromine,D0744,Guanethidine,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1211,Ozanimod,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1437,Safinamide,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1455,Selegiline,Pharmacodynamic antagonistic effects
D0744,Guanethidine,D1385,Rasagiline,Pharmacodynamic antagonistic effects
D0744,Guanethidine,D1437,Safinamide,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D0853,Isocarboxazid,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D0933,Linezolid,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1036,Methylene blue,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1263,Phenelzine,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1345,Procarbazine,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1385,Rasagiline,Pharmacodynamic antagonistic effects
D0743,Guanadrel,D1620,Tranylcypromine,Pharmacodynamic antagonistic effects
D0744,Guanethidine,D0853,Isocarboxazid,Pharmacodynamic antagonistic effects
D0744,Guanethidine,D1036,Methylene blue,Pharmacodynamic antagonistic effects
D0744,Guanethidine,D1211,Ozanimod,Pharmacodynamic antagonistic effects
D1049,Metoprolol,D1334,Prednisone,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D1134,Nifedipine,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0254,Captopril,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0624,Etodolac,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0058,Amiloride,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0058,Amiloride,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0058,Amiloride,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D0058,Amiloride,D1520,Sulindac,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0298,Celecoxib,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0624,Etodolac,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0882,Ketorolac,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0624,Etodolac,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0210,Bromfenac,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0217,Bumetanide,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0217,Bumetanide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0217,Bumetanide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0217,Bumetanide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0224,Butabarbital,D0226,Butorphanol,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0058,Amiloride,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0166,Benzthiazide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0704,Furosemide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D1048,Metolazone,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0298,Celecoxib,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0800,Indomethacin,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0882,Ketorolac,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1097,Nabumetone,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1300,Piroxicam,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1421,Rofecoxib,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1520,Sulindac,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1606,Tolmetin,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1674,Valdecoxib,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0058,Amiloride,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0489,Diflunisal,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0489,Diflunisal,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0489,Diflunisal,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0489,Diflunisal,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0331,Choline salicylate,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0624,Etodolac,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1442,Salsalate,Pharmacodynamic antagonistic effects
D0624,Etodolac,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0624,Etodolac,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0624,Etodolac,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0624,Etodolac,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0624,Etodolac,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0624,Etodolac,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0058,Amiloride,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0704,Furosemide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0624,Etodolac,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0704,Furosemide,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0704,Furosemide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0704,Furosemide,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D0771,Hydrochlorothiazide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0775,Hydroflumethiazide,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0775,Hydroflumethiazide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0775,Hydroflumethiazide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0786,Ibuprofen,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0798,Indapamide,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0798,Indapamide,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D0798,Indapamide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0798,Indapamide,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0798,Indapamide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0798,Indapamide,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0058,Amiloride,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0158,Bendroflumethiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0166,Benzthiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0704,Furosemide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D1048,Metolazone,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D1501,Spironolactone,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D1631,Triamterene,Pharmacodynamic antagonistic effects
D0800,Indomethacin,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0881,Ketoprofen,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0881,Ketoprofen,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0058,Amiloride,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0166,Benzthiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0704,Furosemide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D1048,Metolazone,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0882,Ketorolac,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0991,Mefenamic acid,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0991,Mefenamic acid,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0991,Mefenamic acid,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0991,Mefenamic acid,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0995,Meloxicam,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D0995,Meloxicam,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0995,Meloxicam,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0624,Etodolac,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0058,Amiloride,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1097,Nabumetone,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1109,Naproxen,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1109,Naproxen,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1109,Naproxen,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1274,Phenylbutazone,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1274,Phenylbutazone,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0058,Amiloride,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1300,Piroxicam,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0058,Amiloride,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1421,Rofecoxib,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0298,Celecoxib,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0624,Etodolac,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0882,Ketorolac,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1097,Nabumetone,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1109,Naproxen,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1274,Phenylbutazone,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1300,Piroxicam,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1421,Rofecoxib,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1520,Sulindac,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1606,Tolmetin,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1674,Valdecoxib,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1520,Sulindac,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0058,Amiloride,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1606,Tolmetin,D0798,Indapamide,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0298,Celecoxib,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0476,Diclofenac,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0489,Diflunisal,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0624,Etodolac,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0645,Fenoprofen,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0680,Flurbiprofen,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D1631,Triamterene,D0882,Ketorolac,Pharmacodynamic antagonistic effects
D1633,Trichlormethiazide,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0058,Amiloride,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0217,Bumetanide,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0585,Eplerenone,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0704,Furosemide,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1674,Valdecoxib,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0058,Amiloride,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1097,Nabumetone,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1300,Piroxicam,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1520,Sulindac,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1606,Tolmetin,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0991,Mefenamic acid,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D0995,Meloxicam,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D1109,Naproxen,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D1520,Sulindac,Pharmacodynamic antagonistic effects
D0210,Bromfenac,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0217,Bumetanide,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0298,Celecoxib,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0476,Diclofenac,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0489,Diflunisal,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0017,Acetylsalicylic acid,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1272,Phenyl salicylate,Pharmacodynamic antagonistic effects
D0585,Eplerenone,D1439,Salicylic acid (sodium),Pharmacodynamic antagonistic effects
D0613,Etacrynic acid,D0210,Bromfenac,Pharmacodynamic antagonistic effects
D0613,Etacrynic acid,D0786,Ibuprofen,Pharmacodynamic antagonistic effects
D0613,Etacrynic acid,D0881,Ketoprofen,Pharmacodynamic antagonistic effects
D0613,Etacrynic acid,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0613,Etacrynic acid,D1196,Oxaprozin,Pharmacodynamic antagonistic effects
D0624,Etodolac,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0645,Fenoprofen,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0680,Flurbiprofen,D0613,Etacrynic acid,Pharmacodynamic antagonistic effects
D0704,Furosemide,D0988,Meclofenamic acid,Pharmacodynamic antagonistic effects
D0775,Hydroflumethiazide,D0210,Bromfenac,Pharmacodynamic antagonistic effects
